"","Country","Year","gdp","fertilityrate","netmigration","unemployment","primaryeducation","mortalityratefemale","mortalityratemale","labourforce","grossfixedcapital","secondaryeducation"
"4928","Philippines",1988,43152077817.6509,4.486,-215159,8.34000015258789,107.493186950684,186.727,238.576,NA,NA,NA
"4929","Papua New Guinea",1988,3655979702.45646,5.302,-26234,NA,56.1097602844238,237.976,333.459,NA,849959635.566832,NA
"4930","Pre-demographic dividend",1988,236998962879.664,6.67362194263218,-1079066,NA,74.0471878051758,345.917139604548,440.999245544371,NA,58672751001.2955,NA
"4931","Puerto Rico",1988,26385800000,2.307,-16055,15.0100002288818,NA,93.677,206.973,NA,3891800000,NA
"4932","Portugal",1988,56347250696.3788,1.61,-22820,6.01000022888184,126.549263000488,79.142,176.53,4543,15729026462.3955,NA
"4933","Paraguay",1988,4255683528.33333,4.73,-3558,4.71999979019165,102.539329528809,177.617,213.841,NA,806387443.511905,NA
"4934","Pacific island small states",1988,2033192300.31365,4.3910033732184,-18063,NA,104.100189208984,190.198468533983,294.040260597676,NA,309814925.30002,NA
"4935","Post-demographic dividend",1988,15674209296938.4,1.73919824724897,1857958,NA,103.096908569336,82.3029968381172,166.035318853839,NA,3984690898306.99,NA
"4936","French Polynesia",1988,2723496362.04645,3.751,-532,9.69999980926514,130.432083129883,97.31,131.544,NA,NA,NA
"4937","Qatar",1988,6038187032.96703,4.494,5049,NA,103.648620605469,111.221,113.969,NA,NA,NA
"4938","Romania",1988,40809523809.5238,2.3,-48425,NA,91.9617614746094,118.177,235.149,NA,NA,NA
"4939","Russian Federation",1988,554713455149.502,2.12,238663,NA,108.611053466797,110.324,287.636,NA,NA,NA
"4940","Rwanda",1988,2395493877.51365,7.227,-26673,NA,71.5419235229492,373.788,439.02,NA,334176172.729853,NA
"4941","South Asia",1988,374678623631.249,4.51242491523587,-456311,NA,84.5370025634766,227.725227941472,269.170601757371,NA,84755892622.2626,NA
"4942","Saudi Arabia",1988,88256162069.4259,6.17,178115,NA,NA,136.486,180.37,NA,16703773423.765,NA
"4943","Sudan",1988,14372555555.5556,6.282,-219374,NA,NA,447.865,775.979,NA,1322222222.22222,NA
"4944","Senegal",1988,6418419798.07163,6.577,-12070,NA,55.3095397949219,226.316,309.251,NA,890629380.167481,NA
"4945","Singapore",1988,25371462488.1292,1.96,26581,3.54999995231628,NA,89.288,143.214,NA,7686419753.08642,NA
"4946","Solomon Islands",1988,176494422.137054,5.883,-430,NA,NA,184.988,288.877,NA,20648094.0525382,NA
"4947","Sierra Leone",1988,1055083945.37738,6.588,9470,NA,54.7653999328613,354.424,406.851,NA,56498735.9291382,NA
"4948","El Salvador",1988,4189880000,4.108,-30806,9.36999988555908,103.788192749023,174.351,367.029,NA,529058200,NA
"4949","Somalia",1988,1038291284.49695,7.398,-415660,NA,NA,363.596,579.641,NA,201427012.983213,NA
"4950","Sub-Saharan Africa (excluding high income)",1988,312161734051.628,6.44422828497222,-314730,NA,72.9299926757813,334.479051407671,421.03125271124,NA,70257930953.8891,NA
"4951","Sub-Saharan Africa",1988,312445611067.322,6.44422828497222,-315057,NA,72.9328231811523,334.447997450751,421.007401224666,NA,70347955866.6849,NA
"4952","Small states",1988,62036647085.8331,4.14199091019314,-36078,NA,102.20384979248,195.080863748311,287.865007880452,NA,NA,NA
"4953","Suriname",1988,1.161e+09,3.345,-2573,NA,130.851669311523,218.171,334.314,NA,NA,NA
"4954","Sweden",1988,206986674500.588,1.96,16519,NA,98.5018920898438,68.555,122.28,4459,55652865093.3542,67.1008377075195
"4955","Eswatini",1988,692016714.317132,5.612,14879,NA,90.4468688964844,226.002,289.435,NA,154167583.021773,NA
"4956","Seychelles",1988,283828769.029925,NA,-327,NA,96.0410766601563,135.394,275.09,NA,66368640.368118,NA
"4957","Syrian Arab Republic",1988,16574342984.4098,5.886,-12793,NA,104.958572387695,131.315,174.934,NA,2315545657.01559,NA
"4958","Chad",1988,1482597298.88419,7.154,16077,NA,45.262508392334,355.905,421.147,NA,73685533.4806061,NA
"4959","East Asia & Pacific (IDA & IBRD countries)",1988,574764371885.49,2.80493712339996,-338915,NA,120.922737121582,143.442754179611,212.583933526605,NA,157556232544.161,NA
"4960","Europe & Central Asia (IDA & IBRD countries)",1988,988661508707.903,2.51951908360183,-87808,NA,106.31640625,116.073904388876,261.415290045391,NA,NA,NA
"4961","Togo",1988,1378847487.41137,6.302,-29,NA,87.1126480102539,254.678,327.032,NA,245460592.006264,NA
"4962","Thailand",1988,61667199834.7428,2.192,146219,3.03999996185303,97.7937316894531,152.131,241.362,NA,18918948837.4667,NA
"4963","Turkmenistan",1988,3010033444.81605,4.62,-8791,NA,NA,167.723,281.971,NA,NA,NA
"4964","Latin America & the Caribbean (IDA & IBRD countries)",1988,788571954243.653,3.47363593774219,-900055,NA,115.586120605469,151.351224963424,239.877311367071,NA,163001700254.027,NA
"4965","Middle East & North Africa (IDA & IBRD countries)",1988,355278167767.407,5.25712143804748,-102367,NA,93.7120819091797,176.557186060538,276.022257736578,NA,80006054317.1602,NA
"4966","Tonga",1988,106657267.367342,4.763,-1875,NA,NA,170.753,307.425,NA,22220798.0859609,NA
"4967","South Asia (IDA & IBRD)",1988,374678623631.248,4.51242491523587,-456311,NA,84.5370025634766,227.725227941472,269.170601757371,NA,84755892622.2626,NA
"4968","Sub-Saharan Africa (IDA & IBRD countries)",1988,312445611067.322,6.44422828497222,-315057,NA,72.9328231811523,334.447997450751,421.007401224666,NA,70347955866.6849,NA
"4969","Trinidad and Tobago",1988,4496852073.46896,2.682,-9023,21.8799991607666,98.3755187988281,171.14,232.191,NA,NA,NA
"4970","Tunisia",1988,10096292842.1543,3.851,7003,NA,115.467460632324,93.46,144.439,NA,2074376311.49452,NA
"4971","Turkiye",1988,90852814004.9917,3.387,-23045,8.03999996185303,108.618446350098,106.595,216.021,NA,23719689246.6692,NA
"4972","Tanzania",1988,5100405772.46327,6.371,-76750,NA,70.0578918457031,289.626,382.623,NA,NA,NA
"4973","Uganda",1988,6508931651.66667,7.105,-20124,NA,74.6792068481445,380.124,506.938,NA,702466666.666667,NA
"4974","Ukraine",1988,74703517902.6642,2.02,-10389,NA,112.877502441406,105.82,254.477,NA,NA,NA
"4975","Upper middle income",1988,2052565102774.55,2.75646937170474,-440303,NA,119.984771728516,133.137428050416,221.2829303069,NA,508036898953.393,NA
"4976","Uruguay",1988,8213515458.51139,2.506,-6585,NA,106.409019470215,99.189,194.137,NA,1115551117.40882,NA
"4977","United States",1988,5.236438e+12,1.934,759523,5.5,NA,94.402,176.244,121668.8,1.176882e+12,NA
"4978","St. Vincent and the Grenadines",1988,200726712.592593,2.862,-1831,NA,NA,136.29,191.814,NA,NA,NA
"4979","Venezuela, RB",1988,60226413793.1034,3.597,145,7.28000020980835,106.042388916016,115.94,178.548,NA,13302510344.8276,NA
"4980","Vietnam",1988,25423812648.5941,3.814,-45612,NA,109.729667663574,112.446,226.27,NA,NA,NA
"4981","Vanuatu",1988,158351368.433149,5.158,-883,NA,103.360893249512,173.431,273.245,NA,41110451.4201444,NA
"4982","World",1988,19341239105301.3,3.39853210395772,0,NA,99.9618988037109,163.701885048698,239.881969133928,NA,4884375132914.05,NA
"4983","Samoa",1988,133016065.416065,5.089,-4097,NA,NA,159.292,269.254,NA,NA,NA
"4984","South Africa",1988,103976854738.412,4.18,288713,NA,81.1970520019531,205.76,331.261,NA,20361848146.0588,NA
"4985","Zambia",1988,3713614457.83133,6.675,-32960,NA,93.8729019165039,359.191,418.511,NA,NA,NA
"4986","Zimbabwe",1988,7814784100,5.288,8184,NA,106.394866943359,230.356,347.709,NA,1216716100,NA
"4987","Aruba",1989,695530726.256983,2.272,-185,NA,NA,91.352,180.445,NA,NA,NA
"4988","Africa Eastern and Southern",1989,217540893078.77,6.26383763791519,-139006,NA,75.0986862182617,327.431418817392,425.10871608735,NA,NA,NA
"4989","Africa Western and Central",1989,101768783075.2,6.56514854262504,-54273,NA,70.9724273681641,331.891827799435,384.955032266361,NA,33985202144.8388,NA
"4990","Angola",1989,10201099039.4385,7.328,46755,NA,77.5963592529297,393.36,561.656,NA,0,NA
"4991","Albania",1989,2253090000,2.942,-48054,7.30000019073486,99.4375076293945,67.756,127.84,NA,731750012.5,NA
"4992","Andorra",1989,795449332.396346,NA,1616,NA,NA,NA,NA,NA,NA,NA
"4993","Arab World",1989,455822972042.688,5.28903197660938,-229037,NA,82.761589050293,189.850250711424,271.443931938271,NA,121824622987.219,NA
"4994","United Arab Emirates",1989,41464995913.9199,4.672,66283,NA,103.495552062988,118.836,174.098,NA,NA,NA
"4995","Argentina",1989,76636898036.4712,3.022,20445,7.30000019073486,NA,117.014,204.05,NA,11889983497.8928,NA
"4996","Antigua and Barbuda",1989,438794788.518519,2.199,-1181,NA,NA,110.762,170.813,NA,NA,NA
"4997","Australia",1989,299877860109.112,1.838,140156,6.17999982833862,106.684600830078,70.172,130.174,8224.42,86060581385.8806,NA
"4998","Austria",1989,133105805512.22,1.45,47276,3.14000010490417,105.555282592773,73.365,160.44,3450,33503628705.1482,NA
"4999","Burundi",1989,1113924130.41149,7.387,-43635,NA,68.0855712890625,410.958,492.454,NA,184531124.934611,NA
"5000","Belgium",1989,164221056511.057,1.58,5618,8.27999973297119,101.559440612793,76.563,141.13,4054,37502434479.9345,NA
"5001","Benin",1989,1502294411.46202,6.797,-320,NA,61.0979804992676,252.606,348.874,NA,187142462.124026,NA
"5002","Burkina Faso",1989,2615587725.77391,7.047,-31911,NA,31.4987297058105,313.696,358.196,NA,514093226.101014,NA
"5003","Bangladesh",1989,28781714763.8909,4.676,-285369,0.920000016689301,80.419921875,305.533,261.751,NA,4639875609.98287,NA
"5004","Bulgaria",1989,21988444444.4444,1.9,-30574,NA,101.317863464355,95.634,217.849,NA,5737777777.77778,NA
"5005","Bahrain",1989,3863563829.78723,3.897,4638,NA,112.737098693848,119.2,130.265,NA,765425531.914894,NA
"5006","Bahamas, The",1989,3.062e+09,2.484,527,11.5900001525879,NA,162.309,266.017,NA,877900000,NA
"5007","Belize",1989,369133890.705,4.762,-1701,NA,111.555671691895,126.185,181.345,NA,96112036.11,NA
"5008","Bermuda",1989,1501500032,NA,-112,NA,NA,NA,NA,NA,NA,NA
"5009","Bolivia",1989,4715978693.56097,4.963,-20719,10.1000003814697,103.202819824219,244.366,304.598,NA,565507972.715925,NA
"5010","Brazil",1989,347028139590.227,3.01,-2800,2.97000002861023,NA,160.03,238.281,NA,93360241356.8167,NA
"5011","Barbados",1989,2006165166.80754,1.75,-1680,14.0600004196167,119.454086303711,105.39,174.477,NA,320787550.340576,NA
"5012","Brunei Darussalam",1989,2985467979.28524,3.363,1811,NA,118.092132568359,152.777,194.413,NA,554786443.111316,NA
"5013","Bhutan",1989,264725206.950092,5.757,1189,NA,NA,292.189,339.517,NA,96950092.4214418,NA
"5014","Botswana",1989,3083800684.89751,4.651,4219,NA,111.019882202148,263.397,422.188,NA,969477393.419028,NA
"5015","Central African Republic",1989,1233930277.04922,6.06,414,NA,69.0586471557617,337.914,415.782,NA,129096954.53065,NA
"5016","Canada",1989,565055743243.243,1.77,223071,7.55000019073486,104.268188476563,71.749,130.036,14056.97,130239864864.865,NA
"5017","Switzerland",1989,208280848462.62,1.56,34078,0.600000023841858,87.1953125,63.479,127.624,NA,69437492511.7672,NA
"5018","Chile",1989,29885685142.9107,2.589,-8686,5.28999996185303,101.137626647949,97.357,194.482,4725.732,7239799721.29612,NA
"5019","China",1989,347768051311.741,2.52,-627109,2.59999990463257,128.474212646484,125.05,194.483,NA,89049722510.1214,NA
"5020","Cote d'Ivoire",1989,9757410614.0812,6.844,59771,NA,71.9823226928711,313.091,380.712,NA,1006723046.39096,NA
"5021","Cameroon",1989,11012566160.5043,6.437,-11241,NA,99.3331298828125,305.599,341.928,NA,2000603220.04161,NA
"5022","Congo, Dem. Rep.",1989,9021862775.18112,6.735,78215,NA,NA,354.937,395.93,NA,NA,NA
"5023","Congo, Rep.",1989,2389593021.94866,5.305,1228,NA,127.160377502441,334.983,424.005,NA,346699455.084848,NA
"5024","Colombia",1989,39540080200.3938,3.117,-27370,NA,107.252998352051,127.205,262.116,NA,7145096528.26553,NA
"5025","Comoros",1989,341476764.044268,6.618,-667,NA,100.695327758789,297.411,341.324,NA,58448903.04747,NA
"5026","Cabo Verde",1989,267448513.108168,5.504,-5701,NA,124.934547424316,212.981,264.813,NA,NA,NA
"5027","Costa Rica",1989,5251025767.47627,3.267,5357,NA,101.093070983887,73.331,118.638,NA,1075377881.88879,NA
"5028","Caribbean small states",1989,16872897190.6968,2.90000508466695,-74522,NA,106.749526977539,156.520729075017,216.4563084528,NA,NA,NA
"5029","Cuba",1989,27023468665.8977,1.827,-14705,NA,100.267288208008,124.222,171.309,NA,6921725746.50775,NA
"5030","Cyprus",1989,4563482603.5503,2.371,2987,2.29999995231628,82.6681289672852,98.506,154.395,NA,1256479171.59763,NA
"5031","Germany",1989,1398967436804.33,1.42,461795,5.69999980926514,NA,NA,NA,29624,330313028190.991,NA
"5032","Djibouti",1989,409220087.102818,6.055,33465,NA,32.9362487792969,285.341,348.513,NA,NA,NA
"5033","Dominica",1989,185137242.962963,NA,-1478,11.3299999237061,NA,NA,NA,NA,NA,NA
"5034","Denmark",1989,112409222182.704,1.62,7849,8.14999961853027,97.7987670898438,101.793,159.536,2863.7,23345386309.5401,NA
"5035","Dominican Republic",1989,6686593059.93691,3.475,-26983,NA,NA,165.627,236.363,NA,1703444621.13565,NA
"5036","Algeria",1989,55634414465.2104,4.826,-19900,17.6399993896484,92.0028533935547,174.999,201.13,NA,15088189811.5291,NA
"5037","East Asia & Pacific (excluding high income)",1989,622530225646.822,2.7603219748617,-636758,NA,120.686012268066,139.013748888373,207.873315226271,NA,163281470976.255,NA
"5038","Early-demographic dividend",1989,1584645586573.37,4.34891856575406,-514615,NA,94.1736679077148,208.304099286962,263.29723093853,NA,327621818766.055,NA
"5039","East Asia & Pacific",1989,4536215440344.3,2.62337398108474,-305354,NA,118.91081237793,130.269681372661,200.316527099695,NA,1479529714589.02,NA
"5040","Europe & Central Asia (excluding high income)",1989,834087921236.164,2.48960473010016,-319828,NA,106.704048156738,117.015896651336,273.449300059038,NA,243242163485.856,NA
"5041","Europe & Central Asia",1989,7242781282712.29,2.01130722560001,207787,NA,104.219650268555,97.0992541793158,217.661577584223,NA,1792837091074.04,NA
"5042","Ecuador",1989,13890828707.6493,3.829,-11360,7.71000003814697,123.83618927002,140.91,217.696,NA,2863693740.23132,NA
"5043","Egypt, Arab Rep.",1989,39756299049.9793,4.685,6079,7.05999994277954,89.0287704467773,167.544,244.281,NA,12390437835.6051,NA
"5044","Euro area",1989,4672689376253.42,1.52966746768452,558310,NA,104.634231567383,69.2851889106271,154.871013201542,NA,1100486266195.85,NA
"5045","Spain",1989,414757056921.996,1.4,-31560,17.3299999237061,104.465179443359,60.076,145.002,15188.7,105774511595.221,NA
"5046","Ethiopia",1989,11476584879.2271,7.271,242615,NA,39.1388092041016,378.895,457.127,NA,NA,NA
"5047","European Union",1989,5193624193917.05,1.65095789561648,465434,NA,102.661636352539,80.0219090992316,178.986833274332,NA,1233325807298.87,NA
"5048","Fragile and conflict affected situations",1989,381221002410.499,5.66194124786014,-631490,NA,74.8312377929688,283.00352169403,376.380605078595,NA,NA,NA
"5049","Finland",1989,119012054870.445,1.71,5684,3.14000010490417,99.1845932006836,70.55,184.473,2575,36366911459.055,NA
"5050","Fiji",1989,1182686577.22645,3.427,-10129,NA,NA,203.548,306.043,NA,142317804.894492,NA
"5051","France",1989,1025211803413.53,1.79,21768,9.61999988555908,113.79907989502,70.859,171.342,23786,237489204194.941,NA
"5052","Micronesia, Fed. Sts.",1989,135200000,5.052,-995,NA,NA,131.741,238.741,NA,NA,NA
"5053","Gabon",1989,4186411457.42938,5.55,995,NA,148.184753417969,253.068,293.18,NA,1089626823.36387,NA
"5054","United Kingdom",1989,926884816753.927,1.79,-3187,7.40999984741211,107.405456542969,80.426,130.522,28624,235636724476.44,NA
"5055","Ghana",1989,5251764264.26802,5.829,-52328,NA,73.3307037353516,278.439,331.854,NA,690930726.64893,NA
"5056","Guinea",1989,2432029433.82679,6.655,-5149,NA,32.134449005127,330.532,353.428,NA,417894395.937569,NA
"5057","Gambia, The",1989,284119692.49433,6.238,10768,NA,57.8539810180664,317.545,373.857,NA,57861714.7528878,NA
"5058","Guinea-Bissau",1989,213143016.446378,6.663,-8298,NA,52.136661529541,326.207,397.961,NA,83087268.1481744,NA
"5059","Equatorial Guinea",1989,88265974.5843603,5.986,3538,NA,NA,320.638,382.254,NA,NA,NA
"5060","Greece",1989,79169043222.8284,1.4,73826,7.46000003814697,95.1828002929688,56.667,115.247,3957.534,19147331095.2581,NA
"5061","Grenada",1989,267327642.222222,3.583,-2598,NA,NA,140.728,221.054,NA,NA,NA
"5062","Greenland",1989,929796722.387896,2.299,-248,NA,NA,NA,NA,NA,NA,NA
"5063","Guatemala",1989,8410724360.79545,5.559,-32522,1.94000005722046,NA,200.72,302.556,NA,1155859375,NA
"5064","Guyana",1989,379779389.705882,3.089,-21784,NA,107.590553283691,245.025,346.241,NA,71654415.4411765,NA
"5065","High income",1989,16897595522758.1,1.83571191274288,2336125,NA,101.909507751465,81.8658743254596,165.396527191077,NA,4340791232873.96,NA
"5066","Hong Kong SAR, China",1989,68790369107.2962,1.296,42354,1.07000005245209,108.598373413086,66.833,118.92,NA,17801638482.5446,NA
"5067","Honduras",1989,5432344901.72414,5.395,-15147,NA,NA,181.81,244.801,NA,868351557.413793,NA
"5068","Heavily indebted poor countries (HIPC)",1989,139412503572.49,6.63542043700915,-629064,NA,62.4793395996094,333.292845169875,410.614729421735,NA,NA,NA
"5069","Haiti",1989,2736243800,5.532,-25881,NA,NA,329.186,374.05,NA,NA,NA
"5070","IBRD only",1989,3104949803713.34,3.20843034489776,-1356709,NA,108.764381408691,156.033780317969,235.854341154434,NA,779102044302.262,NA
"5071","IDA & IBRD total",1989,3429225864870.44,3.71182153142262,-2422678,NA,99.8342437744141,180.3574756635,254.697243202439,NA,850395459131.445,NA
"5072","IDA total",1989,324362215031.213,6.0390928512769,-1065969,NA,73.4350204467773,297.130189418224,347.266434459515,NA,73650710743.6395,NA
"5073","IDA blend",1989,132645365786.738,6.17779978010113,33360,NA,79.5327606201172,262.114006458411,309.379498338242,NA,42955471986.3863,NA
"5074","Indonesia",1989,94451427898.007,3.223,19910,NA,116.313949584961,193.4,237.41,72783.51,26951458380.3061,NA
"5075","IDA only",1989,191957392743.227,5.97099512713626,-1099329,NA,70.514762878418,314.390541459463,366.776493205766,NA,NA,NA
"5076","India",1989,296042354984.876,4.132,-13987,NA,92.1417236328125,219.38,269.354,NA,72757777655.3096,NA
"5077","Ireland",1989,39238392677.7542,2.08,-28672,16.0900001525879,100.76586151123,81.769,138.957,1295.3,6995537448.37593,NA
"5078","Iran, Islamic Rep.",1989,120496362916.271,5.108,59563,NA,103.703338623047,161.996,232.204,NA,29715907930.9114,NA
"5079","Iraq",1989,65831935483.871,5.944,19392,NA,102.591941833496,208.505,430.313,NA,20340277419.3548,NA
"5080","Iceland",1989,5672569449.07068,2.19,-993,NA,101.133880615234,64.117,101.283,128,1204808158.22783,NA
"5081","Italy",1989,928661332204.347,1.33,13310,10.9899997711182,98.2036895751953,62.039,131.365,23700,204536439458.086,NA
"5082","Jamaica",1989,4404970058.83786,3.003,-28052,NA,103.860908508301,122.279,145.984,NA,1138129756.64102,NA
"5083","Jordan",1989,4221197354.68152,5.731,50941,NA,99.7308578491211,140.952,178.567,NA,965019143.752175,NA
"5084","Japan",1989,3054914166263.18,1.57,17970,2.29999995231628,100.423820495605,54.928,110.542,62697.5,1063378668700.04,NA
"5085","Kenya",1989,8283114648.24696,6.323,-24955,NA,102.208351135254,272.409,329.214,NA,1611736703.07544,NA
"5086","Kiribati",1989,44282777.1627392,4.7,-262,NA,117.11644744873,235.415,287.845,NA,17839633.0855607,NA
"5087","St. Kitts and Nevis",1989,192518518.518518,NA,-835,NA,111.139198303223,NA,NA,NA,NA,NA
"5088","Korea, Rep.",1989,246927292765.02,1.56,148363,2.5699999332428,103.556831359863,107.256,256.636,18023.08,80687606112.0543,NA
"5089","Kuwait",1989,24312117767.1886,3.465,34644,NA,92.9923782348633,77.47,117.187,NA,2627978216.47379,NA
"5090","Latin America & Caribbean (excluding high income)",1989,798246046722.773,3.37975362579319,-910770,NA,114.339599609375,151.598881089378,242.074696809811,NA,173813149152.832,NA
"5091","Lao PDR",1989,714046821.093797,6.153,-1288,NA,NA,303.823,349.486,NA,NA,NA
"5092","Lebanon",1989,2717998687.71002,3.391,-1827,NA,NA,141.144,417.215,NA,NA,NA
"5093","St. Lucia",1989,486666666.666667,3.495,-1447,NA,140.607086181641,148.001,209.539,NA,NA,NA
"5094","Latin America & Caribbean",1989,928603398911.928,3.34073958127609,-957281,NA,113.193389892578,147.019295793453,236.840675621375,NA,196770541194.239,NA
"5095","Least developed countries: UN classification",1989,156905024781.375,6.04917194649722,-921643,NA,68.6921310424805,327.710616254231,380.669065802799,NA,NA,NA
"5096","Low income",1989,112225828756.214,6.53877594233502,-570770,NA,60.8550186157227,324.118831404469,402.30878277998,NA,NA,NA
"5097","Liechtenstein",1989,1120000916.92646,NA,249,NA,NA,NA,NA,NA,NA,NA
"5098","Sri Lanka",1989,6987267683.77254,2.558,-30997,NA,110.047821044922,105.992,278.172,NA,1504826629.681,NA
"5099","Lower middle income",1989,972113806729.767,4.4246366733532,-752379,NA,92.6695327758789,218.01533249473,274.350169909455,NA,250585803316.341,NA
"5100","Low & middle income",1989,3254233183552.13,3.73026539684611,-2344920,NA,99.8202896118164,181.762366094869,254.823389448207,NA,816407459251.665,NA
"5101","Lesotho",1989,495404888.092424,4.904,-12087,NA,101.440979003906,219.018,404.576,NA,NA,NA
"5102","Late-demographic dividend",1989,1825835708062.2,2.59224316598996,-885656,NA,120.226043701172,126.591510872246,215.439795292513,NA,500791767325.257,NA
"5103","Luxembourg",1989,10037674037.674,1.52,2913,1.5900000333786,NA,77.607,163.423,NA,2278131654.38165,NA
"5104","Macao SAR, China",1989,2705659766.73845,1.814,7482,NA,126.66983795166,62.303,102.91,NA,618006198.73287,NA
"5105","Morocco",1989,26314220188.0257,4.139,-109031,16.2999992370605,67.38037109375,220.37,269.122,NA,7065573384.22752,NA
"5106","Monaco",1989,2010116851.24167,NA,381,NA,NA,NA,NA,NA,NA,NA
"5107","Madagascar",1989,3175638332.64471,6.177,-1848,NA,96.2465362548828,323.414,371.325,NA,1294035494.02456,NA
"5108","Maldives",1989,189514434.244,6.376,-811,NA,NA,207.64,218.696,NA,NA,NA
"5109","Middle East & North Africa",1989,609478152174.03,5.05000654282425,395819,NA,92.3077926635742,167.057970648536,236.738900308229,NA,139384728235.817,NA
"5110","Mexico",1989,221400669713.589,3.55,-592054,NA,113.69416809082,136.207,243.855,NA,38460187284.1763,NA
"5111","Marshall Islands",1989,72798000,NA,-549,NA,NA,NA,NA,NA,NA,NA
"5112","Middle income",1989,3144259969001.31,3.53378683506667,-1774150,NA,104.003799438477,172.081491873386,245.396593165909,NA,801728724893.223,NA
"5113","Mali",1989,2181821905.94196,7.275,-75987,NA,27.0604095458984,349.994,370.74,NA,416100396.801851,NA
"5114","Malta",1989,2118574772.11136,2.1,537,3.70000004768372,105.747192382813,64.393,104.582,NA,479721483.123922,NA
"5115","Myanmar",1989,1674823310.86252,3.637,-26579,NA,99.166130065918,263.581,357.463,NA,NA,NA
"5116","Middle East & North Africa (excluding high income)",1989,360488465342.471,5.05580575491942,14553,NA,93.5555191040039,173.069951911514,248.854700624071,NA,88303310647.9772,NA
"5117","Mongolia",1989,3576966800,4.445,-9590,NA,101.989067077637,253.293,322.029,NA,1596152133.33333,NA
"5118","Mauritania",1989,1450647019.18099,6.076,-17967,NA,48.5158081054688,230.05,284.539,NA,513671572.539765,NA
"5119","Mauritius",1989,2181930254.82301,2.23,-1803,NA,111.373176574707,136.033,253.239,NA,569187792.626788,NA
"5120","Malawi",1989,1590215582.53307,6.907,180037,NA,69.189697265625,374.493,458.902,NA,NA,NA
"5121","Malaysia",1989,38848567631.4235,3.399,98199,5.73000001907349,94.6077728271484,125.424,187.112,NA,11296145894.8612,NA
"5122","North America",1989,6208137243275.24,1.98922336737871,1142696,NA,104.397109985352,90.4139388387974,170.192409551288,NA,1373059699767.72,NA
"5123","Namibia",1989,2535113565.48595,5.47,75072,NA,115.173820495605,201.334,321.86,NA,373649027.330613,NA
"5124","New Caledonia",1989,2185082943.45154,2.97,663,NA,NA,139.271,227.068,NA,NA,NA
"5125","Niger",1989,2179567107.50159,7.818,619,NA,25.654369354248,316.888,342.44,NA,293722757.997206,NA
"5126","Nigeria",1989,44003061108.4005,6.494,81688,NA,83.0452499389648,363.073,414.718,NA,23096082441.6631,NA
"5127","Nicaragua",1989,1013184745.70715,4.762,-24375,8.65999984741211,83.3193893432617,183.676,298.251,NA,NA,NA
"5128","Netherlands",1989,258336705808.999,1.55,28219,8.69999980926514,103.198638916016,70.704,119.006,6609.3,59922946066.7152,NA
"5129","Norway",1989,102633789557.535,1.89,-1739,4.82999992370605,99.1367874145508,67.211,131.553,2120,27558548772.5396,NA
"5130","Nepal",1989,3525228153.17361,5.253,-39853,NA,103.24144744873,319.464,328.269,NA,638789396.159208,NA
"5131","New Zealand",1989,43920222524.7085,2.12,-9077,7.30999994277954,104.042991638184,89.472,146.364,1643.625,9501686689.94496,NA
"5132","OECD members",1989,16689744548871.4,2.00281785226717,1395708,NA,104.984809875488,86.1647990796616,173.321379849243,NA,4254015693748.98,NA
"5133","Oman",1989,9372171651.49545,6.874,33027,NA,80.6340789794922,119.089,181.666,NA,NA,NA
"5134","Other small states",1989,45493666646.3948,4.50957331567676,104380,NA,99.8714370727539,207.26800233154,292.461885229672,NA,NA,NA
"5135","Pakistan",1989,40171018229.0715,6.425,68004,2.02999997138977,58.1404304504395,192.304,221.518,NA,6949800904.93015,NA
"5136","Panama",1989,5918469800,3.148,-1368,16.3099994659424,101.094711303711,116.512,215.321,NA,343933600,NA
"5137","Peru",1989,22499559086.0587,4.026,-37668,7.92000007629395,114.717849731445,145.277,236.865,NA,3928055934.03124,NA
"5138","Philippines",1989,48513735778.6601,4.376,-209926,8.42000007629395,109.167266845703,180.965,232.167,NA,NA,NA
"5139","Papua New Guinea",1989,3546460176.99115,5.243,-19827,NA,57.6609306335449,236.413,330.482,NA,920703306.939916,NA
"5140","Pre-demographic dividend",1989,239960148809.695,6.63193739824584,-667118,NA,72.4796295166016,338.006493542236,419.063446273013,NA,67819124791.7434,NA
"5141","Puerto Rico",1989,28161200000,2.386,-17424,14.6000003814697,NA,93.41,207.705,NA,4402900000,NA
"5142","Portugal",1989,60594092182.3275,1.57,-28937,5.13000011444092,NA,76.688,168.733,4610,16439977081.7418,NA
"5143","Paraguay",1989,4757732199.96213,4.639,-4012,5.61999988555908,103.79712677002,176.961,215.781,NA,835084895.105094,NA
"5144","Pacific island small states",1989,2103638785.12455,4.33767103882521,-19356,NA,104.640808105469,189.085439169379,291.414876457005,NA,332866085.944984,NA
"5145","Post-demographic dividend",1989,16370576025072.8,1.73365709626365,2111320,NA,103.561393737793,81.1462559040517,165.589196273138,NA,4198160047634.55,NA
"5146","French Polynesia",1989,2731683490.10787,3.488,-791,NA,129.420913696289,93.585,128.53,NA,NA,NA
"5147","Qatar",1989,6487912087.91209,4.373,4904,NA,102.038780212402,104.941,109.988,NA,NA,NA
"5148","Romania",1989,42105263157.8947,2.22,-31258,NA,91.2157135009766,113.545,231.881,NA,NA,NA
"5149","Russian Federation",1989,506500173960.269,2.01,68756,NA,108.004409790039,113.523,303.949,NA,160877891205.531,63.0710296630859
